# timestamp tx ty tz qx qy qz qw
1311868164.363181 -0.0 0.0 0.0 0.0 0.0 -0.0 1.0
1311868164.399026 -0.00406898 0.01209191 -0.00104013 0.00151277 0.00050997 -0.00187363 0.99999697
1311868164.4309402 -0.0014339 0.02042536 -0.00065947 0.00146664 -0.00242387 -0.00385304 0.99998856
1311868164.4630551 0.00343528 0.0155849 -0.00428211 -0.00283884 -0.00401194 -0.00600197 0.99996991
1311868164.49913 0.00201525 0.01122408 -0.00618519 -0.00623306 -0.00129644 -0.00852908 0.99994336
1311868164.531025 0.01525892 0.00743757 -0.01326051 -0.00777419 -0.00167416 -0.00986914 0.99991968
1311868164.563004 0.02275307 0.00822885 -0.01614518 -0.00703828 -0.00075349 -0.01138466 0.99991014
1311868164.599061 0.02235629 0.01020496 -0.01706344 -0.005031 0.00097445 -0.01362844 0.999894
1311868164.63114 0.0199608 0.01313703 -0.02076202 -0.00216939 0.00316554 -0.0151147 0.9998784
1311868164.663105 0.02113663 0.01352419 -0.02625178 -0.00119547 0.00279857 -0.0155008 0.99987522
1311868164.698987 0.02642951 0.01328777 -0.03050881 -0.00150729 0.00045163 -0.01520484 0.99988316
1311868164.7310462 0.0308266 0.01169373 -0.03061422 -0.00148839 -0.00125335 -0.01415155 0.99989797
1311868164.763098 0.03413643 0.01188695 -0.03442072 0.00098666 -0.00234872 -0.01298294 0.99991247
1311868164.799138 0.03760627 0.0070869 -0.0378041 0.00220736 -0.00252225 -0.01324367 0.99990668
1311868164.831006 0.09656489 0.01294855 -0.07276508 0.01243758 -0.00798791 -0.02891493 0.99947257
1311868164.863058 0.0611929 0.01466378 -0.03783096 0.01191021 -0.0051635 -0.01616581 0.99978505
1311868164.899132 0.07107009 0.02813556 -0.03984911 0.02041002 -0.0037475 -0.0176589 0.99962871
1311868164.930933 0.07300237 0.03050013 -0.04512252 0.0234408 -0.00078927 -0.01914873 0.99954151
1311868164.963119 0.07453688 0.03262666 -0.04942361 0.02320632 0.00086604 -0.02151349 0.99949882
1311868164.999037 0.08299919 0.02832315 -0.0480364 0.02000867 -0.00174092 -0.02153951 0.99956624
1311868165.031122 0.09463589 0.02727946 -0.0499456 0.01979956 -0.00672047 -0.02098204 0.99956119
1311868165.063108 0.10543696 0.02435693 -0.05666438 0.01869302 -0.01179345 -0.02310602 0.99948867
1311868165.0991619 0.11938149 0.02275737 -0.05856755 0.01790792 -0.01670997 -0.02629714 0.99935406
1311868165.131014 0.127179 0.02227894 -0.06129172 0.01999041 -0.01851649 -0.02809107 0.99923391
1311868165.163146 0.13226305 0.02072277 -0.06754454 0.02135476 -0.01940377 -0.03075992 0.99911025
1311868165.1991448 0.14086163 0.02064338 -0.07119084 0.02157754 -0.02092183 -0.03264519 0.999015
1311868165.231193 0.14972834 0.02592571 -0.07556261 0.02217921 -0.02149316 -0.03449908 0.99892739
1311868165.263005 0.15468081 0.02908231 -0.07996705 0.02115611 -0.02260348 -0.03608757 0.99886895
1311868165.299103 0.29824601 0.04467617 -0.13515069 0.02944788 -0.05413172 -0.06067342 0.99625364
1311868165.3312259 0.18460501 0.04200987 -0.08935811 0.0186184 -0.03424344 -0.03954308 0.99845735
1311868165.36306 0.19828562 0.0399524 -0.08838189 0.01610028 -0.03858244 -0.03985235 0.99833059
1311868165.39916 0.2098824 0.0399198 -0.09395968 0.01512641 -0.04063473 -0.04110676 0.99821353
1311868165.4309618 0.21791675 0.03604163 -0.09899969 0.01070207 -0.04151215 -0.04062913 0.99825422
1311868165.463114 0.21857814 0.04451268 -0.10577758 0.00831023 -0.04040133 -0.03925491 0.99837755
