# timestamp tx ty tz qx qy qz qw
1311868164.363181 -0.0 0.0 0.0 0.0 0.0 0.0 1.0
1311868164.399026 -0.00406898 0.01209191 -0.00104013 0.00151277 0.00050997 -0.00187363 0.99999697
1311868164.4309402 -0.0014339 0.02042536 -0.00065947 0.00146664 -0.00242387 -0.00385304 0.99998856
1311868164.4630551 0.00343528 0.0155849 -0.00428211 -0.00283884 -0.00401194 -0.00600197 0.99996991
1311868164.49913 0.00201525 0.01122408 -0.00618519 -0.00623306 -0.00129644 -0.00852908 0.99994336
1311868164.531025 0.01525892 0.00743757 -0.01326051 -0.00777419 -0.00167416 -0.00986914 0.99991968
1311868164.563004 0.02275307 0.00822885 -0.01614518 -0.00703828 -0.00075349 -0.01138466 0.99991014
1311868164.599061 0.02235629 0.01020496 -0.01706344 -0.005031 0.00097445 -0.01362844 0.999894
1311868164.63114 0.0199608 0.01313703 -0.02076202 -0.00216939 0.00316554 -0.0151147 0.9998784
1311868164.663105 0.04253401 0.02632603 -0.05265409 -0.00239064 0.00559645 -0.03099773 0.99950093
1311868164.698987 0.02419667 0.01637886 -0.03036984 -0.00051058 0.00123315 -0.01527492 0.99988244
1311868164.7310462 0.02870092 0.01329386 -0.02976153 -0.00106922 -0.00035735 -0.01484653 0.99988915
1311868164.763098 0.0337975 0.0183898 -0.0298744 0.00269789 -0.00166417 -0.01498084 0.99988276
1311868164.799138 0.04031349 0.02814296 -0.02830425 0.00883965 -0.00277471 -0.01563081 0.99983491
1311868164.831006 0.04919966 0.02818536 -0.03725921 0.01377946 -0.00421339 -0.01488953 0.99978531
1311868164.863058 0.04934886 0.01945897 -0.04818487 0.01469322 -0.00128159 -0.0164208 0.99975638
1311868164.899132 0.0677465 0.01410092 -0.04286157 0.01569157 -0.00239248 -0.0172896 0.99972452
1311868164.930933 0.07407301 0.02231324 -0.04340283 0.02061274 -0.00075808 -0.01933309 0.99960031
1311868164.963119 0.12957087 0.02350588 -0.07876815 0.03801999 -0.00099987 -0.02696889 0.99891249
1311868164.999037 0.08050478 0.02355249 -0.05257551 0.01864401 -0.00073607 -0.02174687 0.99958938
1311868165.031122 0.09124278 0.02616177 -0.05426672 0.0196243 -0.00498004 -0.02155817 0.99956257
1311868165.063108 0.10242731 0.02515501 -0.05952982 0.01915074 -0.00979835 -0.02299106 0.9995042
1311868165.0991619 0.11370735 0.02561627 -0.06298466 0.01924835 -0.01370654 -0.02607536 0.99938066
1311868165.131014 0.12653499 0.01982388 -0.06518698 0.01945212 -0.01698607 -0.02750303 0.99928808
1311868165.163146 0.13657399 0.01832601 -0.06972922 0.02047891 -0.01914945 -0.03025204 0.999149
1311868165.1991448 0.14549078 0.0199524 -0.0738986 0.02138539 -0.02077164 -0.03285375 0.99901543
1311868165.231193 0.15700913 0.02235929 -0.07823661 0.021195 -0.02238427 -0.03433652 0.99893479
1311868165.263005 0.2547352 0.02695629 -0.11157255 0.02089782 -0.04958109 -0.0502868 0.99728443
1311868165.299103 0.17491608 0.04196576 -0.08775824 0.02237037 -0.02840807 -0.03792414 0.99862621
1311868165.3312259 0.19643039 0.04478262 -0.08536051 0.01899053 -0.0360885 -0.03931932 0.9983942
1311868165.36306 0.20628213 0.03262474 -0.08880612 0.01303773 -0.03953331 -0.0390349 0.99837038
1311868165.39916 0.21497183 0.0298585 -0.09713096 0.01119132 -0.04093964 -0.04030882 0.99828548
1311868165.4309618 0.21663886 0.03798016 -0.10088933 0.01084339 -0.04015915 -0.03993227 0.99833615
1311868165.463114 0.22848609 0.05237812 -0.10137467 0.01092681 -0.04188458 -0.03938069 0.99828626
