# timestamp tx ty tz qx qy qz qw
1311868164.363181 -0.0 0.0 0.0 0.0 0.0 -0.0 1.0
1311868164.663105 0.02113663 0.01352419 -0.02625178 -0.00119547 0.00279857 -0.0155008 0.99987522
1311868164.963119 0.07526681 0.01831546 -0.05272741 0.01841614 0.00089954 -0.02123932 0.99960439
1311868165.263005 0.16420026 0.02396282 -0.08439727 0.01966535 -0.02435114 -0.03577828 0.99886947
1311868165.5630538 0.24986604 0.05308672 -0.10609195 -0.00229938 -0.04552921 -0.03516763 0.99834114
1311868165.86322 0.28921748 0.07765439 -0.14574567 -0.00141428 -0.0275371 -0.03886771 0.99886386
1311868166.1631892 0.29105839 0.11541143 -0.20546999 -0.01608604 -0.003199 -0.02893602 0.9994467
1311868166.463018 0.31529594 0.16143556 -0.26869705 -0.04928275 0.00940678 -0.02518947 0.99842286
1311868166.763333 0.35863313 0.17033656 -0.30190183 -0.04621217 0.01193273 -0.0225542 0.9986057
1311868167.063209 0.45608022 0.18213933 -0.32121128 -0.0323169 -0.01610167 -0.04054895 0.99852498
1311868167.399226 0.5708254 0.19411929 -0.31671976 -0.02187931 -0.0544421 -0.06244348 0.99632232
1311868167.699226 0.6311337 0.20217005 -0.31558234 -0.0196997 -0.06871142 -0.06387376 0.9953948
1311868168.063183 0.67076395 0.20153857 -0.27277175 -0.0169378 -0.07220943 -0.05513479 0.99572037
1311868168.39936 0.67466643 0.19142178 -0.19284663 -0.00931712 -0.07743313 -0.0673738 0.99467486
1311868168.799362 0.66122252 0.18548845 -0.11182748 0.02273709 -0.08734366 -0.0681867 0.99358175
1311868169.131247 0.67853623 0.17680236 -0.03015955 0.0551716 -0.11926378 -0.09017 0.98721913
1311868169.463229 0.69811747 0.14899978 0.04723722 0.0971462 -0.1744167 -0.13296578 0.97080458
1311868169.763417 0.74515548 0.10149951 0.10156216 0.12596913 -0.21190933 -0.16343282 0.955257
1311868170.063469 0.79006537 0.07258742 0.11341871 0.13295428 -0.22051713 -0.15051076 0.95448513
1311868170.3634 0.848713 0.07434042 0.08384074 0.13497728 -0.22660098 -0.14489953 0.9536442
1311868170.66343 0.90605757 0.10884897 0.04534586 0.12533422 -0.22835322 -0.15809437 0.95244544
1311868170.96344 0.96118057 0.1087735 0.02485794 0.11445408 -0.2300803 -0.15835431 0.95335577
1311868171.263404 1.017084 0.12564377 0.01775366 0.11418119 -0.24268632 -0.16802997 0.94859472
1311868171.59949 1.09350187 0.13763861 0.04201623 0.11468577 -0.26153553 -0.19778002 0.93772565
1311868171.931516 1.18220632 0.14291315 0.08111101 0.09839602 -0.27053539 -0.21863008 0.93237852
1311868172.2995439 1.25584009 0.15370671 0.13059177 0.07781779 -0.27100384 -0.22779331 0.9319933
1311868172.699619 1.24452734 0.14780322 0.18398139 0.0410401 -0.24070854 -0.24162721 0.93914397
1311868173.099605 1.23962599 0.1392615 0.3011435 0.01498603 -0.22012447 -0.24943303 0.94292301
1311868173.399596 1.23069217 0.11831967 0.35144225 0.02715775 -0.21765458 -0.25178717 0.94259862
1311868173.767623 1.2419379 0.09782141 0.40947062 0.03608377 -0.23018346 -0.25116253 0.93948439
1311868174.099508 1.26847532 0.06567227 0.44656526 0.06746011 -0.26893337 -0.29039367 0.91585779
1311868174.4317858 1.31357589 0.03130998 0.47940662 0.0811221 -0.28575494 -0.30937067 0.90335658
1311868174.731625 1.32493327 0.00163158 0.51171328 0.08482103 -0.30658085 -0.30624668 0.89723271
1311868175.031665 1.30875783 -0.024439 0.53002769 0.120401 -0.3100378 -0.29250968 0.89655912
1311868175.331887 1.27708362 0.0049181 0.57588016 0.12967472 -0.31054032 -0.30275345 0.89167793
1311868175.631778 1.33260453 -0.03947246 0.54994868 0.13291847 -0.32976656 -0.30469754 0.88359839
1311868175.931644 1.35749827 -0.12654076 0.56316264 0.14515943 -0.35683988 -0.31312893 0.8680693
1311868176.231937 1.40801854 -0.18799908 0.60638158 0.14169683 -0.39029793 -0.35003289 0.83968239
1311868176.531915 1.46433696 -0.23786407 0.67728549 0.11264455 -0.39493073 -0.37129347 0.83275572
1311868176.831887 1.48558517 -0.27597978 0.71872071 0.09810359 -0.39751242 -0.37937149 0.82972094
1311868177.1318948 1.47672661 -0.28542272 0.77562465 0.09790343 -0.39118951 -0.3889208 0.82832741
1311868177.431827 1.43760991 -0.33282682 0.83332906 0.10367597 -0.38225692 -0.40221511 0.82544167
1311868177.731996 1.43613045 -0.3595268 0.89142111 0.08528129 -0.37400112 -0.41218728 0.82640904
1311868178.0319881 1.46886994 -0.38176429 0.93737447 0.07185573 -0.4042925 -0.43385794 0.80196734
1311868178.33218 1.51334198 -0.40307207 0.98419277 0.07627445 -0.42246343 -0.46096552 0.77667087
1311868178.63203 1.56409688 -0.42254418 0.99647634 0.04738446 -0.44418463 -0.46308555 0.76551062
1311868178.932267 1.64048578 -0.42678889 0.9688228 0.03477911 -0.44987396 -0.46167651 0.76371371
1311868179.2320108 1.73503703 -0.41827075 0.92846605 0.03317925 -0.44330898 -0.4652393 0.76545978
1311868179.532184 1.81779211 -0.41727361 0.90991229 0.01449764 -0.42088051 -0.46575974 0.77827841
1311868179.832089 1.88851108 -0.42221416 0.90647657 0.00773885 -0.40631004 -0.46883865 0.78424651
1311868180.131924 1.94552361 -0.46139636 0.91896868 -0.00117146 -0.41887452 -0.48272402 0.76910356
1311868180.432 2.00332341 -0.47995642 0.93425401 -0.01864435 -0.4279681 -0.48880133 0.75997957
1311868180.73209 2.0412774 -0.4992787 0.94712603 -0.03139746 -0.42874033 -0.49424234 0.75559278
1311868181.032168 2.06246464 -0.52883373 0.95969496 -0.02325323 -0.42279923 -0.48627273 0.76435524
1311868181.332051 2.05360171 -0.54239139 0.97519191 -0.01900548 -0.41145914 -0.48663986 0.77040367
1311868181.6324348 2.01742786 -0.54345727 1.00286099 -0.0155228 -0.40262471 -0.48847341 0.77398069
1311868181.9320679 1.9462246 -0.53449162 1.04144988 -0.00463515 -0.39857934 -0.48095988 0.78089091
1311868182.236167 1.85523523 -0.52448732 1.08554519 0.0087355 -0.39924668 -0.47080833 0.78667992
1311868182.5361269 1.78835565 -0.52659924 1.13989364 0.02250697 -0.40165494 -0.46059239 0.79121514
1311868182.8361552 1.70658947 -0.55702095 1.18685862 0.05451136 -0.44158741 -0.45746998 0.76990278
1311868183.1361759 1.59927834 -0.60906457 1.24177137 0.07797488 -0.47837898 -0.48480093 0.72803951
1311868183.436153 1.50663328 -0.66774567 1.27202961 0.09290861 -0.50655331 -0.51687795 0.68381936
1311868183.736414 1.41907279 -0.69490221 1.30225588 0.05449441 -0.53307828 -0.51071602 0.67232957
1311868184.036316 1.31603624 -0.71928506 1.30911054 0.06951863 -0.52482042 -0.5178204 0.67200648
1311868184.336293 1.24072348 -0.7452362 1.33224218 0.08435277 -0.52675658 -0.50242532 0.68042701
1311868184.63635 1.16449418 -0.7802888 1.3705325 0.08191124 -0.54914391 -0.49912092 0.66528928
1311868184.936308 1.08008311 -0.85569456 1.40157486 0.09024244 -0.58683711 -0.51060173 0.62190383
1311868185.23639 0.99791659 -0.89811513 1.43269531 -0.09187662 0.60411003 0.52141026 -0.59560146
1311868185.5364141 0.92881769 -0.9254842 1.46565572 -0.11540919 0.61072381 0.50356448 -0.60009996
1311868185.836824 0.87445515 -0.93807907 1.48371327 -0.13196378 0.61886286 0.48085233 -0.60693933
1311868186.136633 0.81173332 -0.96220916 1.5193381 -0.11041934 0.62952712 0.50268164 -0.58207761
1311868186.436523 0.85397251 -0.86998349 1.50568122 -0.11167023 0.63189568 0.5217753 -0.56212824
1311868186.7367198 0.87965545 -0.89962853 1.53160848 -0.09093798 0.63963493 0.535971 -0.54344506
1311868187.036707 0.9577495 -0.91384907 1.54237933 -0.08361448 0.63980871 0.54196963 -0.53844438
1311868187.336611 1.03756585 -0.92460899 1.54591563 -0.07133688 0.61891524 0.55806925 -0.54810006
1311868187.636477 1.0884724 -0.96326797 1.5645638 -0.07458684 0.59903161 0.56379309 -0.56368013
1311868187.936595 1.11848643 -1.00516399 1.60328772 -0.07059074 0.60528662 0.57049876 -0.55061441
1311868188.2365289 1.13423848 -1.07038746 1.68509358 -0.04704301 0.61944582 0.58889627 -0.51698646
1311868188.537539 1.15649015 -1.10210097 1.74310208 -0.02799513 0.60444109 0.62206302 -0.4968952
1311868188.8365211 1.22676702 -1.13790169 1.76474878 -0.0037873 0.59864658 0.63137246 -0.49292671
1311868189.1366198 1.32707112 -1.15906408 1.77395761 0.02449553 0.58298853 0.63888508 -0.50134838
1311868189.436651 1.42305584 -1.18773439 1.77485422 0.02125593 0.55727943 0.6553352 -0.50943458
1311868189.736593 1.4772975 -1.21440989 1.77745102 0.03042409 0.54390434 0.66321437 -0.51321452
1311868190.0367448 1.51092496 -1.27417858 1.81752112 0.02230197 0.53278279 0.66235477 -0.5262426
1311868190.336668 1.5440487 -1.34565293 1.8501696 0.01427181 0.53040863 0.65875719 -0.53338726
1311868190.636584 1.56918582 -1.4051336 1.87522084 0.00676465 0.5255556 0.65541517 -0.5423804
1311868190.936594 1.58496642 -1.43501659 1.88755273 0.00774744 0.52981593 0.65132765 -0.54314578
1311868191.236855 1.58882625 -1.45187714 1.91026305 0.01057215 0.524677 0.65541659 -0.54316791
1311868191.536752 1.59120398 -1.47481514 1.91600076 0.00098979 0.52886797 0.65341767 -0.54161152
1311868191.83674 1.58022351 -1.48323722 1.92112028 -0.00434194 0.52468229 0.65217327 -0.5471377
1311868192.139401 1.5527859 -1.47602071 1.92747906 -0.00861388 0.51956076 0.65049368 -0.55393176
1311868192.438459 1.50921387 -1.45995864 1.92556371 -0.01858501 0.51841203 0.64550322 -0.56056147
1311868192.739392 1.45958939 -1.43345 1.91318634 -0.02333236 0.52823276 0.63691039 -0.56104448
1311868193.03808 1.42029834 -1.41998122 1.90117106 -0.02558469 0.54367154 0.63196486 -0.55171288
1311868193.340807 1.38554425 -1.41742172 1.89628261 -0.01136199 0.56223597 0.63993725 -0.52368114
1311868193.6402972 1.35471641 -1.43033681 1.88741566 -0.03269825 0.57938045 0.64984594 -0.49086594
1311868193.938105 1.33271857 -1.44693975 1.87833283 -0.05119681 0.59716188 0.6389193 -0.48224341
1311868194.243018 1.32697755 -1.45766963 1.86464353 -0.04829359 0.59868342 0.64292176 -0.47528677
1311868194.5383599 1.30908864 -1.47150797 1.84591001 -0.05872117 0.60766266 0.63075579 -0.47900423
1311868194.842311 1.30872767 -1.48040306 1.83129366 -0.05771878 0.61874708 0.62157675 -0.47693075
1311868195.139745 1.30707975 -1.51410788 1.84399551 -0.0660453 0.62429076 0.61240963 -0.48047217
1311868195.441781 1.31572264 -1.5607744 1.87612706 -0.07837714 0.62124817 0.60955337 -0.4861609
1311868195.7372901 1.33810111 -1.59415351 1.92648571 -0.08289717 0.6038567 0.61999156 -0.49406033
1311868196.0369241 1.38301337 -1.6196598 1.95933209 -0.08302486 0.58727909 0.61865377 -0.51524524
1311868196.337126 1.43741315 -1.63445939 1.97835858 -0.07472482 0.56784961 0.61579375 -0.54107401
1311868196.637007 1.48975762 -1.64944477 1.99802847 -0.0481026 0.54944829 0.61205317 -0.56673065
1311868196.936988 1.51922103 -1.68696523 2.02811654 -0.04900644 0.53314822 0.60859257 -0.58563336
1311868197.237163 1.53597164 -1.74127869 2.07139266 -0.05141132 0.53372675 0.62582853 -0.56641971
1311868197.536977 1.54274517 -1.80505947 2.11993756 -0.04538798 0.53338945 0.65140845 -0.53768268
1311868197.837217 1.54657603 -1.84676694 2.17212634 -0.03102329 0.52761207 0.66046956 -0.53333199
1311868198.1372118 1.54090456 -1.8714826 2.20712339 -0.02574568 0.51820336 0.66255953 -0.54020117
1311868198.437155 1.51470686 -1.88783903 2.23359697 -0.021991 0.51350812 0.65982637 -0.54813773
1311868198.7371778 1.47752558 -1.89448905 2.24919955 -0.02840368 0.51160858 0.66735362 -0.54045263
1311868199.037153 1.43177219 -1.89543151 2.25826294 -0.03151222 0.51688137 0.67599226 -0.52428532
1311868199.337251 1.39626297 -1.89520207 2.2748328 -0.02909273 0.5207658 0.67666763 -0.51968982
1311868199.637203 1.36981819 -1.89443307 2.28351504 -0.02175931 0.53113593 0.67895833 -0.50639584
1311868199.937209 1.33478573 -1.90972805 2.30389464 -0.02093212 0.54464616 0.69294302 -0.4719665
1311868200.237169 1.31135591 -1.95539812 2.32016233 -0.02788669 0.55202928 0.70542376 -0.44369283
1311868200.53724 1.28705315 -2.0142232 2.35003337 -0.0209354 0.55159223 0.71995406 -0.42068263
1311868200.837445 1.27763967 -2.06845621 2.38209579 -0.01953612 0.55305834 0.72204237 -0.41521034
1311868201.13746 1.25968387 -2.09506062 2.40439543 -0.01396277 0.55939219 0.71968657 -0.41101905
1311868201.4374142 1.23795748 -2.11117799 2.41688087 -0.01382191 0.56022428 0.71900852 -0.41107719
1311868201.737412 1.2153898 -2.11940764 2.42287671 -0.01619321 0.56275227 0.71964749 -0.40639286
1311868202.037477 1.18795287 -2.13023842 2.44419242 -0.01776605 0.55837165 0.72884877 -0.3958345
1311868202.337417 1.15726182 -2.1468055 2.46172786 -0.01376377 0.55053862 0.74362624 -0.37912767
1311868202.637392 1.11952578 -2.17500032 2.48351751 -0.02362747 0.54866479 0.74513394 -0.37839674
1311868202.937647 1.07532602 -2.19539165 2.47708175 -0.03717151 0.55876677 0.74067111 -0.37121999
1311868203.2375221 1.05673433 -2.19772194 2.44863808 -0.02219761 0.58395768 0.73333964 -0.34743872
1311868203.573541 1.03013303 -2.18402297 2.46078009 -0.01706789 0.60116437 0.72579685 -0.33395961
1311868203.9376981 0.95551651 -2.18631687 2.42166972 -0.01159107 0.60198641 0.74226433 -0.29414566
1311868204.23766 0.8984582 -2.22032553 2.38880278 -0.01793284 0.61978638 0.73353894 -0.27832332
1311868204.573698 0.8294244 -2.24726769 2.35073478 -0.01288853 0.61347748 0.74831689 -0.25199424
1311868204.90566 0.80318571 -2.28101939 2.32197772 -0.01019465 0.61808621 0.74873347 -0.23929834
1311868205.273577 0.80796773 -2.23592838 2.32734315 -0.01128479 0.62800228 0.74019241 -0.24000205
1311868205.573643 0.78889921 -2.25053671 2.30176 -0.01122977 0.65872005 0.71532916 -0.23295057
1311868205.937758 0.77690836 -2.26885111 2.28128479 -0.02243614 0.67447516 0.69609241 -0.24502088
1311868206.305562 0.75488962 -2.26576546 2.24701181 -0.03917037 0.68898492 0.67485553 -0.26141054
1311868206.673806 0.75165281 -2.23691662 2.27699384 -0.04739341 0.67739465 0.68967884 -0.25146263
1311868207.005651 0.74484721 -2.22832876 2.32385908 -0.04852411 0.67051675 0.70423938 -0.22825335
1311868207.405766 0.71292898 -2.25352092 2.38762041 -0.03936543 0.66776753 0.71596335 -0.19983334
1311868207.70585 0.67767103 -2.26875633 2.44357669 -0.03645411 0.66071123 0.72154418 -0.20372963
1311868208.0057712 0.65534749 -2.27655663 2.49219708 -0.04591427 0.64963141 0.72945879 -0.20919077
1311868208.437928 0.64373624 -2.29880154 2.55785394 -0.05224209 0.63091923 0.74601666 -0.20656917
1311868208.873831 0.61251563 -2.31319052 2.63391278 -0.03715959 0.61361575 0.7592244 -0.21371287
1311868209.305793 0.57708165 -2.27738299 2.68571375 -0.03358106 0.59150103 0.77570743 -0.21743237
1311868209.741975 0.52376209 -2.22984983 2.71621181 -0.01354607 0.58857647 0.77778685 -0.22009511
1311868210.141864 0.49341014 -2.19281346 2.75305724 -0.0256308 0.60044718 0.77046187 -0.21259056
1311868210.505879 0.48240087 -2.17117983 2.76742916 -0.02381504 0.59440611 0.77701924 -0.2058041
